,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score,movie_titleO,combined
1552,Duncan Jones,Cas Anvar,Mystery Sci-Fi Thriller,Jake Gyllenhaal,source code,Russell Peters,7.5,Source Code,Duncan Jones Cas Anvar Jake Gyllenhaal Mystery Sci-Fi Thriller Russell Peters
1553,Frank Marshall,Danny Nucci,Adventure Biography Drama Thriller,Illeana Douglas,alive,Michael DeLorenzo,7.1,Alive,Frank Marshall Danny Nucci Illeana Douglas Adventure Biography Drama Thriller Michael DeLorenzo
1554,Joel Schumacher,Virginia Madsen,Mystery Thriller,Logan Lerman,the number 23,Ed Lauter,6.4,The Number 23,Joel Schumacher Virginia Madsen Logan Lerman Mystery Thriller Ed Lauter
1555,Jean-Pierre Jeunet,Julian Richings,Action Adventure Drama Family,Callum Rennie,the young and prodigious t.s. spivet,Judy Davis,7.1,The Young and Prodigious T.S. Spivet,Jean-Pierre Jeunet Julian Richings Callum Rennie Action Adventure Drama Family Judy Davis
1556,Steven Spielberg,John Belushi,Action Comedy War,Christopher Lee,1941,Treat Williams,5.9,1941,Steven Spielberg John Belushi Christopher Lee Action Comedy War Treat Williams
1557,John Gatins,Freddy Rodríguez,Drama Family Sport,Ken Howard,dreamer: inspired by a true story,Holmes Osborne,6.9,Dreamer: Inspired by a True Story,John Gatins Freddy Rodríguez Ken Howard Drama Family Sport Holmes Osborne
1558,David Cronenberg,Kyle Schmid,Crime Drama Thriller,Viggo Mortensen,a history of violence,William Hurt,7.5,A History of Violence,David Cronenberg Kyle Schmid Viggo Mortensen Crime Drama Thriller William Hurt
1559,Louis Leterrier,Jason Flemyng,Action Crime Thriller,Jason Statham,transporter 2,Matthew Modine,6.3,Transporter 2,Louis Leterrier Jason Flemyng Jason Statham Action Crime Thriller Matthew Modine
1560,Sam Raimi,Pat Hingle,Action Thriller Western,Leonardo DiCaprio,the quick and the dead,Roberts Blossom,6.4,The Quick and the Dead,Sam Raimi Pat Hingle Leonardo DiCaprio Action Thriller Western Roberts Blossom
1561,Peter Howitt,Mike Doyle,Comedy Romance,Frances Fisher,laws of attraction,Nora Dunn,5.9,Laws of Attraction,Peter Howitt Mike Doyle Frances Fisher Comedy Romance Nora Dunn
1562,Martin Scorsese,Marc Anthony,Drama Thriller,Nicolas Cage,bringing out the dead,Sonja Sohn,6.8,Bringing Out the Dead,Martin Scorsese Marc Anthony Nicolas Cage Drama Thriller Sonja Sohn
1563,Miguel Sapochnik,RZA,Action Crime Sci-Fi Thriller,Alice Braga,repo men,Yvette Nicole Brown,6.3,Repo Men,Miguel Sapochnik RZA Alice Braga Action Crime Sci-Fi Thriller Yvette Nicole Brown
1564,Hyung-rae Shim,Aimee Garcia,Action Drama Fantasy Horror Thriller,Robert Forster,dragon wars: d-war,Chris Mulkey,3.6,Dragon Wars: D-War,Hyung-rae Shim Aimee Garcia Robert Forster Action Drama Fantasy Horror Thriller Chris Mulkey
1565,Norman Jewison,Nancy Travis,Comedy Family Fantasy,Haley Joel Osment,bogus,Andrea Martin,5.3,Bogus,Norman Jewison Nancy Travis Haley Joel Osment Comedy Family Fantasy Andrea Martin
1566,Don Scardino,Olivia Wilde,Comedy,Steve Buscemi,the incredible burt wonderstone,Steve Carell,5.9,The Incredible Burt Wonderstone,Don Scardino Olivia Wilde Steve Buscemi Comedy Steve Carell
1567,Mark Dindal,Frank Welker,Animation Comedy Family Fantasy Musical,George Kennedy,cats don't dance,Hal Holbrook,6.9,Cats Don't Dance,Mark Dindal Frank Welker George Kennedy Animation Comedy Family Fantasy Musical Hal Holbrook
1568,Tim Robbins,Vanessa Redgrave,Drama,Bill Murray,cradle will rock,Emily Watson,6.9,Cradle Will Rock,Tim Robbins Vanessa Redgrave Bill Murray Drama Emily Watson
1569,Steven Soderbergh,Beau Bridges,Drama Mystery Thriller,Tony Curran,the good german,Leland Orser,6.1,The Good German,Steven Soderbergh Beau Bridges Tony Curran Drama Mystery Thriller Leland Orser
1570,Tom Reeve,Rollo Weeks,Action Adventure Comedy Fantasy Romance,Joan Plowright,george and the dragon,Simon Callow,5.7,George and the Dragon,Tom Reeve Rollo Weeks Joan Plowright Action Adventure Comedy Fantasy Romance Simon Callow
1571,Francis Ford Coppola,Marlon Brando,Drama War,Harrison Ford,apocalypse now,Robert Duvall,8.5,Apocalypse Now,Francis Ford Coppola Marlon Brando Harrison Ford Drama War Robert Duvall
1572,Nanette Burstein,Kelli Garner,Comedy Romance,Rob Riggle,going the distance,Jim Gaffigan,6.3,Going the Distance,Nanette Burstein Kelli Garner Rob Riggle Comedy Romance Jim Gaffigan
1573,Stephen Herek,Olympia Dukakis,Drama Music,Alicia Witt,mr. holland's opus,Jean Louisa Kelly,7.3,Mr. Holland's Opus,Stephen Herek Olympia Dukakis Alicia Witt Drama Music Jean Louisa Kelly
1574,Ariel Vromen,Jordi Mollà,Action Crime Drama Mystery Sci-Fi Thriller,Gary Oldman,criminal,Doug Cockle,6.3,Criminal,Ariel Vromen Jordi Mollà Gary Oldman Action Crime Drama Mystery Sci-Fi Thriller Doug Cockle
1575,Sydney Pollack,Michael Gough,Biography Drama Romance,Meryl Streep,out of africa,Michael Kitchen,7.2,Out of Africa,Sydney Pollack Michael Gough Meryl Streep Biography Drama Romance Michael Kitchen
1576,Robert Zemeckis,Bruce Greenwood,Drama Thriller,Denzel Washington,flight,Nadine Velazquez,7.3,Flight,Robert Zemeckis Bruce Greenwood Denzel Washington Drama Thriller Nadine Velazquez
1577,Lewis Gilbert,Lois Chiles,Action Adventure Sci-Fi Thriller,Desmond Llewelyn,moonraker,Lois Maxwell,6.3,Moonraker,Lewis Gilbert Lois Chiles Desmond Llewelyn Action Adventure Sci-Fi Thriller Lois Maxwell
1578,Wes Anderson,Tom Wilkinson,Adventure Comedy Crime Drama,Bill Murray,the grand budapest hotel,F. Murray Abraham,8.1,The Grand Budapest Hotel,Wes Anderson Tom Wilkinson Bill Murray Adventure Comedy Crime Drama F. Murray Abraham
1579,Scott Hicks,Mika Boorem,Drama Mystery,Anthony Hopkins,hearts in atlantis,Hope Davis,6.9,Hearts in Atlantis,Scott Hicks Mika Boorem Anthony Hopkins Drama Mystery Hope Davis
1580,Frank Marshall,Peter Jason,Comedy Fantasy Horror Thriller,Julian Sands,arachnophobia,Brian McNamara,6.3,Arachnophobia,Frank Marshall Peter Jason Julian Sands Comedy Fantasy Horror Thriller Brian McNamara
1581,Gregory Hoblit,Andre Braugher,Crime Drama Mystery Sci-Fi Thriller,Dennis Quaid,frequency,Noah Emmerich,7.3,Frequency,Gregory Hoblit Andre Braugher Dennis Quaid Crime Drama Mystery Sci-Fi Thriller Noah Emmerich
1583,John Francis Daley,Norman Reedus,Adventure Comedy,Chris Hemsworth,vacation,Beverly D'Angelo,6.1,Vacation,John Francis Daley Norman Reedus Chris Hemsworth Adventure Comedy Beverly D'Angelo
1584,Barry Sonnenfeld,Rene Russo,Comedy Crime Thriller,Delroy Lindo,get shorty,Jon Gries,6.9,Get Shorty,Barry Sonnenfeld Rene Russo Delroy Lindo Comedy Crime Thriller Jon Gries
1585,Rob Marshall,Chita Rivera,Comedy Crime Musical,Colm Feore,chicago,Jayne Eastwood,7.2,Chicago,Rob Marshall Chita Rivera Colm Feore Comedy Crime Musical Jayne Eastwood
1586,Dennis Dugan,Adam Sandler,Comedy Drama,Steve Buscemi,big daddy,Joey Lauren Adams,6.4,Big Daddy,Dennis Dugan Adam Sandler Steve Buscemi Comedy Drama Joey Lauren Adams
1587,J.B. Rogers,Shannon Elizabeth,Comedy,Alyson Hannigan,american pie 2,Natasha Lyonne,6.4,American Pie 2,J.B. Rogers Shannon Elizabeth Alyson Hannigan Comedy Natasha Lyonne
1588,John Lasseter,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Tom Hanks,toy story,Jim Varney,8.3,Toy Story,John Lasseter John Ratzenberger Tom Hanks Adventure Animation Comedy Family Fantasy Jim Varney
1589,Jan de Bont,Alan Ruck,Action Adventure Crime Thriller,Keanu Reeves,speed,Joe Morton,7.2,Speed,Jan de Bont Alan Ruck Keanu Reeves Action Adventure Crime Thriller Joe Morton
1590,Michael Sucsy,Lucas Bryant,Drama Romance,Channing Tatum,the vow,Dillon Casey,6.8,The Vow,Michael Sucsy Lucas Bryant Channing Tatum Drama Romance Dillon Casey
1591,Tom Vaughan,Brendan Fraser,Drama,Harrison Ford,extraordinary measures,Alan Ruck,6.5,Extraordinary Measures,Tom Vaughan Brendan Fraser Harrison Ford Drama Alan Ruck
1592,Boaz Yakin,Denzel Washington,Biography Drama Sport,Ryan Gosling,remember the titans,Ethan Suplee,7.8,Remember the Titans,Boaz Yakin Denzel Washington Ryan Gosling Biography Drama Sport Ethan Suplee
1593,John McTiernan,Jeffrey Jones,Action Adventure Thriller,Scott Glenn,the hunt for red october,Courtney B. Vance,7.6,The Hunt for Red October,John McTiernan Jeffrey Jones Scott Glenn Action Adventure Thriller Courtney B. Vance
1594,Lee Daniels,David Oyelowo,Biography Drama,Alex Pettyfer,lee daniels' the butler,Vanessa Redgrave,7.2,Lee Daniels' The Butler,Lee Daniels David Oyelowo Alex Pettyfer Biography Drama Vanessa Redgrave
1595,Rawson Marshall Thurber,Stephen Root,Comedy Sport,Gary Cole,dodgeball: a true underdog story,Joel David Moore,6.7,Dodgeball: A True Underdog Story,Rawson Marshall Thurber Stephen Root Gary Cole Comedy Sport Joel David Moore
1596,Barry Sonnenfeld,Raul Julia,Comedy Fantasy,Anjelica Huston,the addams family,Carel Struycken,6.8,The Addams Family,Barry Sonnenfeld Raul Julia Anjelica Huston Comedy Fantasy Carel Struycken
1597,Steve Oedekerk,Bob Gunton,Adventure Comedy,Bruce Spence,ace ventura: when nature calls,Sophie Okonedo,6.3,Ace Ventura: When Nature Calls,Steve Oedekerk Bob Gunton Bruce Spence Adventure Comedy Sophie Okonedo
1598,Garry Marshall,Hector Elizondo,Comedy Family Romance,Anne Hathaway,the princess diaries,Heather Matarazzo,6.2,The Princess Diaries,Garry Marshall Hector Elizondo Anne Hathaway Comedy Family Romance Heather Matarazzo
1599,Hugh Wilson,Elizabeth Berkley,Comedy,Stockard Channing,the first wives club,Stephen Collins,6.2,The First Wives Club,Hugh Wilson Elizabeth Berkley Stockard Channing Comedy Stephen Collins
1600,David Fincher,Brad Pitt,Crime Drama Mystery Thriller,Morgan Freeman,se7en,Reg E. Cathey,8.6,Se7en,David Fincher Brad Pitt Morgan Freeman Crime Drama Mystery Thriller Reg E. Cathey
1601,Neill Blomkamp,Jed Brophy,Action Sci-Fi Thriller,Sharlto Copley,district 9,Jason Cope,8.0,District 9,Neill Blomkamp Jed Brophy Sharlto Copley Action Sci-Fi Thriller Jason Cope
1602,Stephen Hillenburg,Bill Fagerbakke,Adventure Animation Comedy Family Fantasy,Scarlett Johansson,the spongebob squarepants movie,Rodger Bumpass,7.0,The SpongeBob SquarePants Movie,Stephen Hillenburg Bill Fagerbakke Scarlett Johansson Adventure Animation Comedy Family Fantasy Rodger Bumpass
1603,Clint Eastwood,Spencer Treat Clark,Crime Drama Mystery Thriller,John Doman,mystic river,Tom Guiry,8.0,Mystic River,Clint Eastwood Spencer Treat Clark John Doman Crime Drama Mystery Thriller Tom Guiry
1604,Clint Eastwood,Morgan Freeman,Drama Sport,Clint Eastwood,million dollar baby,Mike Colter,8.1,Million Dollar Baby,Clint Eastwood Morgan Freeman Clint Eastwood Drama Sport Mike Colter
1605,Harold Ramis,Chazz Palminteri,Comedy Crime,Robert De Niro,analyze this,Molly Shannon,6.7,Analyze This,Harold Ramis Chazz Palminteri Robert De Niro Comedy Crime Molly Shannon
1606,Nick Cassavetes,Kevin Connolly,Drama Romance,Ryan Gosling,the notebook,Gena Rowlands,7.9,The Notebook,Nick Cassavetes Kevin Connolly Ryan Gosling Drama Romance Gena Rowlands
1607,Anne Fletcher,Bern Cohen,Comedy Romance,Judy Greer,27 dresses,Yetta Gottesman,6.1,27 Dresses,Anne Fletcher Bern Cohen Judy Greer Comedy Romance Yetta Gottesman
1608,Peter Chelsom,Vanessa Williams,Comedy Drama Family Music Romance,Emily Osment,hannah montana: the movie,Moises Arias,4.2,Hannah Montana: The Movie,Peter Chelsom Vanessa Williams Emily Osment Comedy Drama Family Music Romance Moises Arias
1609,Stig Bergqvist,Casey Kasem,Adventure Animation Comedy Family Romance,Elizabeth Daily,rugrats in paris: the movie,Debbie Reynolds,6.1,Rugrats in Paris: The Movie,Stig Bergqvist Casey Kasem Elizabeth Daily Adventure Animation Comedy Family Romance Debbie Reynolds
1610,Barbra Streisand,Blythe Danner,Drama Romance,George Carlin,the prince of tides,Melinda Dillon,6.6,The Prince of Tides,Barbra Streisand Blythe Danner George Carlin Drama Romance Melinda Dillon
1611,Edward Zwick,Brad Pitt,Drama Romance War Western,Anthony Hopkins,legends of the fall,Julia Ormond,7.5,Legends of the Fall,Edward Zwick Brad Pitt Anthony Hopkins Drama Romance War Western Julia Ormond
1612,Jason Reitman,Anna Kendrick,Drama Romance,J.K. Simmons,up in the air,Chris Lowell,7.4,Up in the Air,Jason Reitman Anna Kendrick J.K. Simmons Drama Romance Chris Lowell
1613,Alexander Payne,June Squibb,Comedy Drama,Hope Davis,about schmidt,Howard Hesseman,7.2,About Schmidt,Alexander Payne June Squibb Hope Davis Comedy Drama Howard Hesseman
1614,Jonathan Levine,Vincent Leclerc,Comedy Horror Romance,Cory Hardrict,warm bodies,Daniel Rindress-Kay,6.9,Warm Bodies,Jonathan Levine Vincent Leclerc Cory Hardrict Comedy Horror Romance Daniel Rindress-Kay
1615,Rian Johnson,Bruce Willis,Action Crime Drama Sci-Fi Thriller,Joseph Gordon-Levitt,looper,Tracie Thoms,7.4,Looper,Rian Johnson Bruce Willis Joseph Gordon-Levitt Action Crime Drama Sci-Fi Thriller Tracie Thoms
1616,Chris Weitz,Mark Addy,Comedy Fantasy,Chazz Palminteri,down to earth,Wanda Sykes,5.4,Down to Earth,Chris Weitz Mark Addy Chazz Palminteri Comedy Fantasy Wanda Sykes
1617,Chris Noonan,Christine Cavanaugh,Comedy Drama Family,Miriam Margolyes,babe,Roscoe Lee Browne,6.8,Babe,Chris Noonan Christine Cavanaugh Miriam Margolyes Comedy Drama Family Roscoe Lee Browne
1618,David Frankel,Steve Carell,Comedy Drama Romance,Meryl Streep,hope springs,Jean Smart,6.3,Hope Springs,David Frankel Steve Carell Meryl Streep Comedy Drama Romance Jean Smart
1619,Nicholas Stoller,Jack McBrayer,Comedy Drama Romance,Mila Kunis,forgetting sarah marshall,Maria Thayer,7.2,Forgetting Sarah Marshall,Nicholas Stoller Jack McBrayer Mila Kunis Comedy Drama Romance Maria Thayer
1621,John Singleton,Tony Nappo,Action Crime Drama Mystery Thriller,Josh Charles,four brothers,Fionnula Flanagan,6.9,Four Brothers,John Singleton Tony Nappo Josh Charles Action Crime Drama Mystery Thriller Fionnula Flanagan
1622,Michael McCullers,Amy Poehler,Comedy Romance,Tina Fey,baby mama,Romany Malco,6.0,Baby Mama,Michael McCullers Amy Poehler Tina Fey Comedy Romance Romany Malco
1623,Forest Whitaker,Harry Connick Jr.,Drama Romance,Bill Cobbs,hope floats,Gena Rowlands,5.9,Hope Floats,Forest Whitaker Harry Connick Jr. Bill Cobbs Drama Romance Gena Rowlands
1624,Gary Winick,Steve Howey,Comedy Romance,Anne Hathaway,bride wars,Candice Bergen,5.4,Bride Wars,Gary Winick Steve Howey Anne Hathaway Comedy Romance Candice Bergen
1625,Steven Brill,Scott Adsit,Adventure Comedy Mystery,Antony Starr,without a paddle,Bonnie Somerville,5.9,Without a Paddle,Steven Brill Scott Adsit Antony Starr Adventure Comedy Mystery Bonnie Somerville
1626,Gary Winick,Judy Greer,Comedy Fantasy Romance,Jennifer Garner,13 going on 30,Christa B. Allen,6.1,13 Going on 30,Gary Winick Judy Greer Jennifer Garner Comedy Fantasy Romance Christa B. Allen
1627,Woody Allen,Audrey Fleurot,Comedy Fantasy Romance,Kurt Fuller,midnight in paris,Nina Arianda,7.7,Midnight in Paris,Woody Allen Audrey Fleurot Kurt Fuller Comedy Fantasy Romance Nina Arianda
1628,Peter Lepeniotis,Brendan Fraser,Adventure Animation Comedy Family,Liam Neeson,the nut job,Sarah Gadon,5.8,The Nut Job,Peter Lepeniotis Brendan Fraser Liam Neeson Adventure Animation Comedy Family Sarah Gadon
1629,Ted Demme,Ethan Suplee,Biography Crime Drama,Johnny Depp,blow,Jordi Mollà,7.6,Blow,Ted Demme Ethan Suplee Johnny Depp Biography Crime Drama Jordi Mollà
1630,Luis Mandoki,John Savage,Drama Romance,Robin Wright,message in a bottle,Raphael Sbarge,6.1,Message in a Bottle,Luis Mandoki John Savage Robin Wright Drama Romance Raphael Sbarge
1631,William Shatner,Nichelle Nichols,Action Adventure Sci-Fi Thriller,Leonard Nimoy,star trek v: the final frontier,Walter Koenig,5.4,Star Trek V: The Final Frontier,William Shatner Nichelle Nichols Leonard Nimoy Action Adventure Sci-Fi Thriller Walter Koenig
1632,John Schultz,Robert Forster,Comedy Family Fantasy Sport,Brenda Song,like mike,Anne Meara,5.1,Like Mike,John Schultz Robert Forster Brenda Song Comedy Family Fantasy Sport Anne Meara
1633,Peter Segal,Fred Ward,Comedy Crime,George Kennedy,naked gun 33 1/3: the final insult,Priscilla Presley,6.4,Naked Gun 33 1/3: The Final Insult,Peter Segal Fred Ward George Kennedy Comedy Crime Priscilla Presley
1634,John Glen,Alison Doody,Action Adventure Thriller,Patrick Macnee,a view to a kill,Tanya Roberts,6.3,A View to a Kill,John Glen Alison Doody Patrick Macnee Action Adventure Thriller Tanya Roberts
1635,Steve Box,Geraldine McEwan,Animation Comedy Family Mystery Sci-Fi,Mark Gatiss,the curse of the were-rabbit,Peter Sallis,7.5,The Curse of the Were-Rabbit,Steve Box Geraldine McEwan Mark Gatiss Animation Comedy Family Mystery Sci-Fi Peter Sallis
1636,Richard LaGravenese,Harry Connick Jr.,Drama Romance,Gerard Butler,p.s. i love you,Nellie McKay,7.1,P.S. I Love You,Richard LaGravenese Harry Connick Jr. Gerard Butler Drama Romance Nellie McKay
1637,Frederik Du Chau,Frankie Muniz,Adventure Comedy Drama Family Sport,Bruce Greenwood,racing stripes,M. Emmet Walsh,5.2,Racing Stripes,Frederik Du Chau Frankie Muniz Bruce Greenwood Adventure Comedy Drama Family Sport M. Emmet Walsh
1638,Joe Wright,Alfie Allen,Drama Mystery Romance War,Benedict Cumberbatch,atonement,Brenda Blethyn,7.8,Atonement,Joe Wright Alfie Allen Benedict Cumberbatch Drama Mystery Romance War Brenda Blethyn
1639,Gary Winick,Marcia DeBonis,Comedy Drama Romance,Vanessa Redgrave,letters to juliet,Luisa Ranieri,6.5,Letters to Juliet,Gary Winick Marcia DeBonis Vanessa Redgrave Comedy Drama Romance Luisa Ranieri
1640,Ridley Scott,Ken Takakura,Action Crime Thriller,Stephen Root,black rain,Kate Capshaw,6.6,Black Rain,Ridley Scott Ken Takakura Stephen Root Action Crime Thriller Kate Capshaw
1641,Bobby Farrelly,Larry David,Comedy,Kate Upton,the three stooges,Sean Hayes,5.1,The Three Stooges,Bobby Farrelly Larry David Kate Upton Comedy Sean Hayes
1642,Tim Burton,Christopher Lee,Animation Drama Family Fantasy Musical Romance,Johnny Depp,corpse bride,Joanna Lumley,7.4,Corpse Bride,Tim Burton Christopher Lee Johnny Depp Animation Drama Family Fantasy Musical Romance Joanna Lumley
1643,James Gartner,Austin Nichols,Biography Drama Sport,Mehcad Brooks,glory road,Derek Luke,7.2,Glory Road,James Gartner Austin Nichols Mehcad Brooks Biography Drama Sport Derek Luke
1644,Denis Villeneuve,Bernardo Saracino,Action Crime Drama Mystery Thriller,Edgar Arreola,sicario,Daniel Kaluuya,7.6,Sicario,Denis Villeneuve Bernardo Saracino Edgar Arreola Action Crime Drama Mystery Thriller Daniel Kaluuya
1645,Antoine Fuqua,50 Cent,Drama Sport,Jake Gyllenhaal,southpaw,Oona Laurence,7.5,Southpaw,Antoine Fuqua 50 Cent Jake Gyllenhaal Drama Sport Oona Laurence
1646,Sam Raimi,Alison Lohman,Horror Thriller,Bojana Novakovic,drag me to hell,Reggie Lee,6.6,Drag Me to Hell,Sam Raimi Alison Lohman Bojana Novakovic Horror Thriller Reggie Lee
1647,Lee Toland Krieger,Michiel Huisman,Drama Fantasy Romance,Harrison Ford,the age of adaline,Ellen Burstyn,7.2,The Age of Adaline,Lee Toland Krieger Michiel Huisman Harrison Ford Drama Fantasy Romance Ellen Burstyn
1648,Tim McCanlies,Robert Duvall,Comedy Drama Family,Haley Joel Osment,secondhand lions,Emmanuelle Vaugier,7.6,Secondhand Lions,Tim McCanlies Robert Duvall Haley Joel Osment Comedy Drama Family Emmanuelle Vaugier
1649,Jon M. Chu,Stephen Boss,Drama Music Romance,Alyson Stoner,step up 3d,Facundo Lombard,6.2,Step Up 3D,Jon M. Chu Stephen Boss Alyson Stoner Drama Music Romance Facundo Lombard
1650,John Stockwell,Mika Boorem,Drama Romance Sport,Faizon Love,blue crush,Sanoe Lake,5.6,Blue Crush,John Stockwell Mika Boorem Faizon Love Drama Romance Sport Sanoe Lake
1651,Marc Forster,Christian Stolte,Comedy Drama Fantasy Romance,Will Ferrell,stranger than fiction,Danny Rhodes,7.6,Stranger Than Fiction,Marc Forster Christian Stolte Will Ferrell Comedy Drama Fantasy Romance Danny Rhodes
1652,David Slade,Mark Rendall,Horror,Danny Huston,30 days of night,Megan Franich,6.6,30 Days of Night,David Slade Mark Rendall Danny Huston Horror Megan Franich
1653,Drew Goddard,Bradley Whitford,Fantasy Horror Mystery Thriller,Chris Hemsworth,the cabin in the woods,Kristen Connolly,7.0,The Cabin in the Woods,Drew Goddard Bradley Whitford Chris Hemsworth Fantasy Horror Mystery Thriller Kristen Connolly
1654,Jason Friedberg,Diedrich Bader,Comedy,Carmen Electra,meet the spartans,Method Man,2.7,Meet the Spartans,Jason Friedberg Diedrich Bader Carmen Electra Comedy Method Man
